"Cites","id_old","Authors","authorCount","unknownCount","femaleCount","1st","2nd","3rd","4th","5th","last","allAuthors","Title","Year","Source","dataset","ArticleURL","Type","DOI","Abstract"
0,"O1140","Sarah E Alikhan, Liam W Harris, E Richard Gold",3,0,1,1,0,0,"NA","NA",0,0.3333333333,"Point of View: Motivating participation in open science by examining researcher incentives",2017,"eLife",2,"https://elifesciences.org/articles/29319","Journal","10.7554/eLife.29319",
0,"O1931","Yasuyuki Minamiyama, Takeshi Terui, Akira Kadokura, Masaki Kanao, Hironori Yabuki, Kazutsuna Yamaji",6,3,1,"NA",0,1,0,"NA","NA",0.3333333333,"Polar Data Journal by National Institute of Polar Research",2017,"Japan Geoscience Union",2,"https://confit.atlas.jp/guide/event/jpguagu2017/subject/E_U01-P02/detail","Journal",,
2,"O173","Andrea Ballabeni, Andrea Boggio, David Hemenway",3,0,2,1,1,0,"NA","NA",0,0.6666666667,"Policies to increase the social value of science and the scientist satisfaction. An exploratory survey among Harvard bioscientists.",2014,"F1000Research",2,"https://f1000research.com/articles/3-20/v1","Journal","10.12688/f1000research.3-20.v2",
0,"NA","Kittiphong Thiboonboon, Benjarin Santatiwongchai, Yot Teerawattanon, Ryan Li",4,3,0,"NA","NA","NA",0,"NA",0,0,"Policy Brief: Reaching the low-hanging fruits of Vietnam’s Health Benefit Package reform",2017,"F1000Research",2,"https://f1000research.com/documents/6-203","Journal","10.7490/f1000research.1113708.1",
0,"O1553","Dafin F Muresanu, Hari Shanker Sharma, Aruna Sharma",3,1,1,"NA",0,1,"NA","NA",1,0.5,"Policy matters on nanoneuroscience research",2011,"F1000Research",2,"https://f1000research.com/posters/1089329","Journal","10.7490/f1000research.1089329.1",
0,"O1795","Norma Gonzalezizaguirre, Martha Valadeztamez, Luis Perelmanjavnozon",3,0,2,1,1,0,"NA","NA",0,0.6666666667,"Political advocacy in the promotion of sexual health: specific joint project to train and sensitize first level government representatives of the health ministry of the state of Nuevo Leon, Mexico in February 2013",2013,"F1000Research",2,"https://f1000research.com/posters/1094435","Journal","10.7490/f1000research.1094435.1",
0,"O229","Antonia Lock, Kim Rutherford, Midori A Harris, Steve Oliver, Jurg Bahler, Valerie Wood",6,1,4,1,1,1,0,"NA",1,0.8,"PomBase community literature curation",2016,"F1000Research",2,"https://f1000research.com/posters/5-865","Journal","10.7490/f1000research.1111869.1",
1,"O1078","D Alexander, R Pundaleeka, S Tramer, J Lauret, Fine",5,5,"NA","NA","NA","NA","NA","NA","NA","NA","Portlets for User Centric Job and Task Monitoring for Open Science Grid Virtual Organizations",2007,"Grid Computing Environments",2,,"Conference",,
8,"O220","Christopher C Liu, Toby E Stuart",2,0,0,0,0,"NA","NA","NA",0,0,"Positions and rewards: : The allocation of resources within a science-based entrepreneurial firm",2014,"Research Policy",2,"https://www.sciencedirect.com/science/article/pii/S0048733314000754","Journal","10.1016/j.respol.2014.04.013",
0,"O984","Sarah Holst, Sara Hagg",2,0,2,1,1,"NA","NA","NA",1,1,"Positive bias for European men in peer reviewed applications for faculty position at Karolinska Institutet",2017,"F1000Research",2,"https://f1000research.com/articles/6-2145/v1","Journal","10.12688/f1000research.13030.1",
0,"O1731","Leonardo Marengo, Juan Carlos Godoy, Thiago Strahler Rivero, Maria Micaela Marin Salemme",4,0,1,0,0,0,1,"NA",1,0.25,"Positive impact of using video games in attention and execuitve functions: a systematic review",2014,"F1000Research",2,"https://f1000research.com/posters/1095393","Journal","10.7490/f1000research.1095393.1",
0,"O530","Kyle T Dolan, Rianne Ellenbroek, Erin J Heckler, Nancy Schwartz",4,0,3,0,1,1,1,"NA",1,0.75,"Postdoctoral advocacy in action: lessons from the Future of Research Chicago Symposium",2016,"F1000Research",2,"https://f1000research.com/posters/5-371","Journal","10.7490/f1000research.1111448.1",
0,"O1736","Nicholas Rowe",1,0,0,0,"NA","NA","NA","NA",0,0,"Posters at Academic / Scientific Conferences: meeting the needs of viewers, presenters and society",2014,"F1000Research",2,"https://f1000research.com/posters/1096543","Journal","10.7490/f1000research.1096543.1",
0,"O1481","Naharisoa Giannie Rasamimanana, Be Romi Ralihaja, Nivosoa Clara Randriamalala, Jean Baptiste Randrianirina, Nasolotsiry Enintsoa Raveloson",5,2,3,"NA",1,1,1,"NA","NA",1,"Pre-hospital care of national road traffic accident victims admitted to the hospital Pzaga Mahajanga Madagascar",2016,"F1000Research",2,"https://f1000research.com/posters/5-1283","Journal","10.7490/f1000research.1112247.1",
0,"O1082","Slobodan Paessler, Veljko Veljkovic",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","Prediction of influenza vaccine effectiveness for the influenza season 2017/18 in the US",2017,"F1000Research",2,"https://f1000research.com/articles/6-2067/v1","Journal","10.12688/f1000research.13198.1",
0,"O955","Neekofi Mouldmillman, Nana Sefa, Julia Dixon, Arthur Yancey, Adit A Ginde, Lee A Wallis",6,1,2,"NA",1,1,0,0,0,0.4,"Prehospital care of traumatic and obstetric emergencies in Africa: providers, equipment and medications",2016,"F1000Research",2,"https://f1000research.com/posters/5-1322","Journal","10.7490/f1000research.1112283.1",
0,"O686","O Kalejaiye, Khaled Almekaty, Gideon Blecher, Suks Minhas",4,2,0,"NA",0,0,"NA","NA","NA",0,"Premature ejaculation: challenging new and the old concepts",2017,"F1000Research",2,"https://f1000research.com/articles/6-2084/v1","Journal","10.12688/f1000research.12150.1",
0,"O611","Saioa Torrealday, Pinar H Kodaman, Lubna Pal",3,1,2,"NA",1,1,"NA","NA",1,1,"Premature Ovarian Insufficiency - an update on recent advances in understanding and management",2017,"F1000Research",2,"https://f1000research.com/articles/6-2069/v1","Journal","10.12688/f1000research.11948.1",
0,"O1911","Lee Wilson, Adrienne Colborne, Michael Smit",3,0,1,0,1,0,"NA","NA",0,0.3333333333,"Preparing data managers to support open ocean science: Required competencies, assessed gaps, and the role of experiential learning",2017,"International Conference on Big Data",2,"http://ieeexplore.ieee.org/document/8258412/","Conference","10.1109/BigData.2017.8258412",
0,"O840","Misty L Heggeness, Kearney T W Gunsalus, Jose Pacas, Gary S Mcdowell",4,0,1,1,0,0,0,"NA",0,0.25,"Preparing for the 21st Century biomedical research job market: using census data to inform policy and career decision-making",2017,"F1000Research",2,"https://f1000research.com/posters/6-250","Journal","10.7490/f1000research.1113740.1",
0,"NA","Julien Fumey",1,0,0,0,"NA","NA","NA","NA",0,0,"Presentation of the association of young bioinformaticians of France (JeBiF – France RSG)",2015,"F1000Research",2,"https://f1000research.com/slides/4-629","Journal","10.7490/f1000research.1110364.1",
0,"O1373","Colleen Cuddy",1,0,1,1,"NA","NA","NA","NA",1,1,"President's Message: The Year in Review-Open Everything",2012,"Information Technology and Libraries",2,"https://www.questia.com/library/journal/1G1-300651467/president-s-message-the-year-in-review-open-everything","Journal",,
0,"O644","Jayaseelan Boobalan, Thongadi Ramesh Dinesha, Pachamuthu Balakrishnan, Kkanthamani Kanthamani, Sathasivam Sivamalar, Kailapuri Gangadharan Murugavel, S Poongulali, Ambrose Pradeep, Sunil S Solomon, Suniti Solomon, Shanmugam Saravanan",11,8,0,"NA",0,"NA","NA","NA","NA",0,"Prevalence and risk factors associated with immunological non-response in HIV-1 infected patients treated with NNRTI based first-line drugs in south India",2016,"F1000Research",2,"https://f1000research.com/posters/5-565","Journal","10.7490/f1000research.1111634.1",
0,"O1951","Youngdon Cho, Hoogon Choi",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","Principal parameters affecting R&D exploitation of nanotechnology research: a case for Korea",2013,"Scientometrics",2,"https://link.springer.com/article/10.1007/s11192-013-0974-z","Journal","10.1007/s11192-013-0974-z",
0,"O687","Ryan Li, Francoise Cluzeau",2,0,1,0,1,"NA","NA","NA",1,0.5,"Principles for Developing Clinical Quality Standards in Low and Middle Income Countries: A Guide",2017,"F1000Research",2,"https://f1000research.com/documents/6-241","Journal","10.7490/f1000research.1113734.1",
0,"O1267","David Eccles",1,0,0,0,"NA","NA","NA","NA",0,0,"Private sequencing in a public world: the disruptive reality of nanopore sequencing",2017,"F1000Research",2,"https://f1000research.com/slides/6-2093","Journal","10.7490/f1000research.1115127.1",
1,"O1277","Chaogan Yan, Qingyang Li, Lei Gao",3,2,1,"NA","NA",1,"NA","NA",1,1,"PRN: a preprint service for catalyzing R-fMRI and neuroscience related studies.",2014,"F1000Research",2,"https://www.ncbi.nlm.nih.gov/pubmed/25844159","Journal","10.12688/f1000research.5951.1",
0,"O1405","Danilo Fernandez Rios",1,0,0,0,"NA","NA","NA","NA",0,0,"Problem formulation: GMO and safety assessment of food and feed",2016,"F1000Research",2,"https://f1000research.com/slides/5-80","Journal","10.7490/f1000research.1111265.1",
1,"O1048","Muriel Swijghuisen Reigersberg",1,0,1,1,"NA","NA","NA","NA",1,1,"Problematizing Digital Research Evaluation using DOIs in Practice-Based Arts, Humanities and Social Science Research",2015,"F1000Research",2,"https://www.ncbi.nlm.nih.gov/pubmed/26236470","Journal","10.12688/f1000research.6506.1",
0,"O1447","Rochelle E Tractenberg",1,0,1,1,"NA","NA","NA","NA",1,1,"Professionalism and responsibility in the ELIXIR initiative through a focus on reasoning & decisionmaking",2016,"F1000Research",2,"https://f1000research.com/posters/5-316","Journal","10.7490/f1000research.1111400.1",
0,"O2485","Beatrix Dorr",1,0,1,1,"NA","NA","NA","NA",1,1,"Profile: An Interview with Michael Markie - an open science and open data advocate",2017,"Medical Writing",2,"http://journal.emwa.org/writing-better/profile-an-interview-with-michael-markie-an-open-science-and-open-data-advocate/","Journal",,
0,"O1607","Claudia Weltejzyk",1,0,1,1,"NA","NA","NA","NA",1,1,"Profiles of painful neuropathy in the trigeminal region",2015,"F1000Research",2,"https://f1000research.com/posters/4-881","Journal","10.7490/f1000research.1110631.1",
0,"O1111","Kiyonobu Komai, Chiho Ishida, Kazuya Takahashi, Atsuro Tagami, Yuko Motozaki, Tokuhei Ikeda",6,4,1,"NA","NA",0,"NA",1,"NA",0.5,"Prognosis of pathologically confirmed Japanese amyotrophic lateral sclerosis, a retrospective institute-based study",2017,"F1000Research",2,"https://f1000research.com/posters/6-2106","Journal","10.7490/f1000research.1115135.1",
0,"O1500","Christiana N Fogg",1,0,1,1,"NA","NA","NA","NA",1,1,"Program Bytes - Satellite Meetings, SIGs, and AKEs at ISMB 2016",2016,"F1000Research",2,"https://f1000research.com/articles/5-1372/v1","Journal","10.12688/f1000research.8639.1",
2,"O207","Rick O Gilmore, Michele T Diaz, Brad Wyble, Tal Yarkoni",4,0,1,0,1,0,0,"NA",0,0.25,"Progress toward openness, transparency, and reproducibility in cognitive neuroscience",2017,"Annals of the New York Academy of Sciences",2,"http://onlinelibrary.wiley.com/doi/10.1111/nyas.13325/pdf","Journal","10.1111/nyas.13325",
0,"O1464","Stephanie Januchowskihartley",1,0,1,1,"NA","NA","NA","NA",1,1,"Project Conservation Haiku: communicating research & conservation through poetry",2016,"F1000Research",2,"https://f1000research.com/slides/5-2088","Journal","10.7490/f1000research.1112931.1",
1,"O2044","John Kitcheners Sakaluk",1,0,0,0,"NA","NA","NA","NA",0,0,"Promoting replicable sexual science: A methodological review and call for metascience",2016,"Canadian Journal of Human Sexuality",2,"http://utpjournals.press/doi/10.3138/cjhs.251-CO1","Journal","10.3138/cjhs.251-CO1",
0,"O535","Stephanie Sardelis, Joshua Adam Drew",2,0,1,1,0,"NA","NA","NA",0,0.5,"Promoting the participation of women at science conferences: focus group",2016,"F1000Research",2,"https://f1000research.com/slides/5-1975","Journal","10.7490/f1000research.1112828.1",
0,"O1833","Guus Van Den Brekel",1,0,0,0,"NA","NA","NA","NA",0,0,"Promotion of scientific output: made possible by your library",2012,"F1000Research",2,"https://f1000research.com/slides/1092626","Journal","10.7490/f1000research.1092626.1",
19,"O269","Subhashini Chandrasekharan, Sapna Kumar, Cory M Valley, Arti K Rai",4,1,2,"NA",1,0,1,"NA",1,0.6666666667,"Proprietary science, open science and the role of patent disclosure: the case of zinc-finger proteins",2009,"Nature Biotechnology",2,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2733216/","Journal","10.1038/nbt0209-140",
5,"O459","Hadi Kharrazi, Chenguang Wang, Daniel O Scharfstein",3,1,0,0,"NA",0,"NA","NA",0,0,"Prospective EHR-Based Clinical Trials: The Challenge of Missing Data",2014,"Journal of General Internal Medicine",2,"https://link.springer.com/article/10.1007/s11606-014-2883-0","Journal","10.1007/s11606-014-2883-0",
0,"O948","Yulia V Lyupina, Andrey Lavrov, Pavel A Erokhov, Svetlana B Abaturova, Nikolay Gornostaev, Oksana Kravchuk, Victor S Mikhailov, I A Kosevich",8,1,3,1,0,0,1,0,"NA",0.4285714286,"Proteasome mechanism of adaptive plasticity of sea cold-water sponges",2017,"F1000Research",2,"https://f1000research.com/posters/6-1076","Journal","10.7490/f1000research.1114376.1",
1,"O339","Andrew J S Coats, Sukhjinder Nijjer, Darrel P Francis",3,1,0,0,"NA",0,"NA","NA",0,0,"Protecting the pipeline of science: Openness, scientific methods and the lessons from ticagrelor and the PLATO trial",2014,"International Journal of Cardiology",2,"https://www.sciencedirect.com/science/article/pii/S0167527314010171","Journal","10.1016/j.ijcard.2014.05.034",
3,"O472","Leonid Teytelman, Alexei Stoliartchouk, Lori Kindler, Bonnie L Hurwitz",4,0,2,0,0,1,1,"NA",1,0.5,"Protocols.io: Virtual Communities for Protocol Development and Discussion.",2016,"PLOS Biology",2,"https://www.ncbi.nlm.nih.gov/pubmed/27547938","Journal","10.1371/journal.pbio.1002538",
0,"O844","Adriana Bankston, Gary S Mcdowell",2,0,1,1,0,"NA","NA","NA",0,0.5,"Providing resources and strategies to enhance career training for junior scientists",2017,"F1000Research",2,"https://f1000research.com/posters/6-1021","Journal","10.7490/f1000research.1114330.1",
14,"O148","Todd M Gureckis, Jay B Martin, John V Mcdonnell, Alexander Rich, Doug Markant, Anna Coenen, David Halpern, Jessica B Hamrick, Patricia Angie Chan",9,0,3,0,0,0,0,0,1,0.3333333333,"psiTurk: An open-source framework for conducting replicable behavioral experiments online",2016,"Behavior Research Methods",2,"https://link.springer.com/article/10.3758/s13428-015-0642-8","Journal","10.3758/s13428-015-0642-8",
5,"O73","Patrick F Sullivan, Arpana Agrawal, Cynthia M Bulik, Ole A Andreassen, Anders D Borglum, Gerome Breen, Sven Cichon, Howard J Edenberg, Stephen V Faraone, Joel Gelernter, Carol A Mathews, Caroline M Nievergelt, Jordan W Smoller, Michael C O Donovan",14,1,3,0,"NA",1,0,0,0,0.2307692308,"Psychiatric Genomics: An Update and an Agenda",2018,"American Journal of Psychiatry",2,"http://ajp.psychiatryonline.org/doi/10.1176/appi.ajp.2017.17030283","Journal","10.1176/appi.ajp.2017.17030283",
0,"O2340","David Yokum",1,0,0,0,"NA","NA","NA","NA",0,0,"Psychology, Open Science, and Government: The Opportunity",2016,"APS observer",2,"https://www.psychologicalscience.org/observer/psychology-open-science-and-government-the-opportunity","Journal",,
1,"O112","Patrick E Shrout, Joseph Lee Rodgers",2,0,0,0,0,"NA","NA","NA",0,0,"Psychology, Science, and Knowledge Construction: Broadening Perspectives from the Replication Crisis",2018,"Annual Review of Psychology",2,"http://www.annualreviews.org/doi/abs/10.1146/annurev-psych-122216-011845?ai=s1&mi=3e0sb1&af=R","Journal","10.1146/annurev-psych-122216-011845",
0,"O407","Manoj Raghavan, Denis G Pelli",2,0,0,0,0,"NA","NA","NA",0,0,"Psychophysical evidence for cortical noise",2018,"F1000Research",2,"https://f1000research.com/posters/7-29","Journal","10.7490/f1000research.1115199.1",
0,"O1178","Ramanand Badanapuram, Itoro Udo, Amanda Gash",3,2,1,"NA","NA",1,"NA","NA",1,1,"Psychosocial assessments for self-harm: are we continuing to comply?",2018,"F1000Research",2,"https://f1000research.com/posters/7-26","Journal","10.7490/f1000research.1115195.1",
0,"O2068","Petra Heil, R A Massom",2,1,1,1,"NA","NA","NA","NA","NA",1,"Public open science day",2014,"Australian Antarctic Magazine",2,,"Journal",,
0,"O1734","Susie Kocher, Kim Rodrigues, Kim Ingram, Anne Lombardo",4,0,4,1,1,1,1,"NA",1,1,"Public participation in SNAMP: what we have learned about science collaboration",2014,"F1000Research",2,"https://f1000research.com/slides/1096591","Journal","10.7490/f1000research.1096591.1",
0,"O2469","Rokiah Alavi, Ida Madieha Abdul Ghani Azmi",2,1,1,"NA",1,"NA","NA","NA",1,1,"Public Research, Open Science and Innovation: Creating the Path for Sustainable Resource-Led Industrialisation in Malaysia",2013,"International journal trade, economics and finance",2,"http://www.ijtef.org/index.php?m=content&c=index&a=show&catid=44&id=548","Journal","10.7763/IJTEF.2013.V4.275",
1,"O264","Andrea Ballabeni, Andrea Boggio",2,0,2,1,1,"NA","NA","NA",1,1,"Publications in PubMed on Ebola and the 2014 outbreak",2015,"F1000Research",2,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4629280/","Journal","10.12688/f1000research.6206.2",
3,"O194","Bruce Alberts, Alexander Kamb",2,0,0,0,0,"NA","NA","NA",0,0,"Publishing confirming and non-confirming data.",2016,"F1000Research",2,"https://f1000research.com/articles/5-135/v1","Journal","10.12688/f1000research.7847.1",
0,"O1207","Lawrence P Kane",1,0,0,0,"NA","NA","NA","NA",0,0,"Publishing in the 21st Century",2013,"F1000Research",2,"http://d-scholarship.pitt.edu/30157/","Journal","10.7490/f1000research.1093146.1",
0,"O1618","Eva Amsen",1,0,1,1,"NA","NA","NA","NA",1,1,"Publishing negative results and underlying research data",2015,"F1000Research",2,"https://f1000research.com/f1000posters/1097637","Journal","10.7490/f1000research.1097637.1",
0,"O1357","Bahar Mehmani",1,0,1,1,"NA","NA","NA","NA",1,1,"Publishing peer review reports alongside articles with separate DOIs: A pilot study of 5 Journals in different scientific disciplines",2017,"F1000Research",2,"https://f1000research.com/posters/6-1742","Journal","10.7490/f1000research.1114918.1",
0,"NA","Anna Basu, Janice Pearse, Tim Rapley",3,0,2,1,1,0,"NA","NA",0,0.6666666667,"Publishing protocols for trials of complex interventions before trial completion – potential pitfalls, solutions and the need for public debate",2017,"Trials",2,"https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-016-1757-7","Journal","10.1186/s13063-016-1757-7",
9,"O171","Bartha Maria Knoppers, Rosario Isasi, Nissim Benvenisty, Ockjoo Kim, Geoffrey Lomax, Clive Morris, Thomas H Murray, Eng Hin Lee, Margery Perry, Genevra Richardson, Douglas Sipp, Klaus Tanner, Jan Wahlstrom, Guido De Wert, Fanyi Zeng",15,4,5,1,1,"NA","NA",0,"NA",0.4545454545,"Publishing SNP genotypes of human embryonic stem cell lines: policy statement of the International Stem Cell Forum Ethics Working Party.",2011,"Stem Cell Reviews and Reports",2,"https://www.ncbi.nlm.nih.gov/pubmed/21279481","Journal","10.1007/s12015-010-9226-2",
0,"O1473","Susmita Das, Wais Kabir",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","Pulses production in Bangladesh: status and drivers for enhancement",2016,"F1000Research",2,"https://f1000research.com/posters/5-2650","Journal","10.7490/f1000research.1113388.1",
5,"O645","Kaja Scheliga, Sascha Friesike",2,0,2,1,1,"NA","NA","NA",1,1,"Putting open science into practice: A social dilemma?",2014,"First Monday",2,"http://firstmonday.org/ojs/index.php/fm/article/view/5381/4110","Journal","10.5210/fm.v19i9.5381",
0,"O1560","Suhas Somnath, Chris R Smith, Stephen Jesse, Nouamane Laanait",4,2,0,"NA",0,0,"NA","NA","NA",0,"Pycroscopy - An Open Source Approach to Microscopy and Microanalysis in the Age of Big Data and Open Science",2017,"Microscopy and Microanalysis",2,"https://www.cambridge.org/core/product/identifier/S1431927617001805/type/journal_article","Journal","10.1017/S1431927617001805",
1,"O1101","Alexandros Kanterakis, Joel Kuiper, George Potamias, Morris A Swertz",4,0,0,0,0,0,0,"NA",0,0,"PyPedia: using the wiki paradigm as crowd sourcing environment for bioinformatics protocols",2015,"Source Code for Biology and Medicine",2,"https://scfbm.biomedcentral.com/articles/10.1186/s13029-015-0042-6","Journal","10.1186/s13029-015-0042-6",
0,"O2259","Matthew Todd",1,0,0,0,"NA","NA","NA","NA",0,0,"Q and A: Open Science",2010,"Chemistry in Australia",2,,"Journal",,
0,"O839","Steven W Wingett, Felix Krueger, Philip Ewels, Simon Andrews",4,0,0,0,0,0,0,"NA",0,0,"QC Fail sequencing",2017,"F1000Research",2,"https://f1000research.com/posters/6-1360","Journal","10.7490/f1000research.1114612.1",
17,"O271","Villu Ruusmann, Sulev Sild, Uko Maran",3,3,"NA","NA","NA","NA","NA","NA","NA","NA","QSAR DataBank - an approach for the digital organization and archiving of QSAR model information",2014,"Journal of Cheminformatics",2,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4047268/","Journal","10.1186/1758-2946-6-25",
0,"O297","Grace Ku, Raffaella Ravinetto, John Pringle, Doris Schopper",4,0,3,1,1,0,1,"NA",1,0.75,"Qualitative and mixed methods research and humanitarian research ethics: lessons learned from the MSF experience",2017,"F1000Research",2,"https://f1000research.com/posters/6-626","Journal","10.7490/f1000research.1114017.1",
673,"O14","Reinhilde Veugelers, Bruno Cassiman",2,1,0,"NA",0,"NA","NA","NA",0,0,"R&D Cooperation Between Firms and Universities: Some Empirical Evidence from Belgian Manufacturing",2005,"International Journal of Industrial Organization",2,"http://www.sciencedirect.com/science/article/pii/S0167718705000251","Journal","10.1016/j.ijindorg.2005.01.008",
0,"O1461","Abi Bush",1,0,1,1,"NA","NA","NA","NA",1,1,"Rapid manufacturing in the humanitarian sector",2016,"F1000Research",2,"https://f1000research.com/slides/5-1026","Journal","10.7490/f1000research.1111991.1",
0,"O1365","Benjamin Lowe, Kelly Jacobs, Faizal Faruqi",3,1,1,0,1,"NA","NA","NA","NA",0.5,"Rare case of hepatic portovenous gas in a young male",2017,"F1000Research",2,"https://f1000research.com/posters/6-24","Journal","10.7490/f1000research.1113599.1",
9,"O100","Loes M J Kroonbatenburg, John R Helliwell, B Mcmahon, Thomas C Terwilliger",4,2,0,"NA",0,"NA",0,"NA",0,0,"Raw diffraction data preservation and reuse: overview, update on practicalities and metadata requirements",2017,"IUCrJ",2,"http://journals.iucr.org/m/issues/2017/01/00/ti5008/","Journal","10.1107/S2052252516018315",
0,"O219","Konstantinos Sidiropoulos, Antonio Fabregat, Guilherme Viteri, Florian Korninger, Peter Deustachio, Lincoln Stein, Henning Hermjakob",7,0,0,0,0,0,0,0,0,0,"Reactome: new services and widgets to ease third-party integration",2016,"F1000Research",2,"https://f1000research.com/posters/5-2314","Journal","10.7490/f1000research.1113137.1",
1,"O1759","Joachim Schopfel, Coline Ferrant, Francis Andre, Renaud Fabre",4,0,1,0,1,0,0,"NA",0,0.25,"Ready for the future? A survey on open access with scientists from the French National Research Center (CNRS)",2016,"Interlending & Document Supply",2,"http://www.emeraldinsight.com/doi/abs/10.1108/ILDS-06-2016-0023","Journal","10.1108/ILDS-06-2016-0023",
16,"O277","Radhika S Saksena, Bruce M Boghosian, Luis Fazendeiro, Owain A Kenway, Steven Manos, Marco D Mazzeo, S Kashif Sadiq, James L Suter, David W Wright, Peter V Coveney",10,1,1,1,0,0,"NA",0,0,0.1111111111,"Real science at the petascale",2009,"Philosophical Transactions of the Royal Society A",2,"http://rsta.royalsocietypublishing.org/content/367/1897/2557","Journal","10.1098/rsta.2009.0049",
0,"NA","Sajan Khosla, R J White, Jesus Medina, Mario Ouwens, C Emmas, Tim Koder, Gary Male, Sandra Leonard",8,2,1,0,"NA",0,0,"NA",1,0.1666666667,"Real world evidence (RWE) – a disruptive innovation or the quiet evolution of medical evidence generation?",2018,"F1000Research",2,"https://f1000research.com/articles/7-111/v1","Journal","10.12688/f1000research.13585.1",
0,"O1308","Chinhin Ng, Weejoo Chng",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","Recent advances in acute promyelocytic leukaemia",2017,"F1000Research",2,"https://f1000research.com/articles/6-1273/v1","Journal","10.12688/f1000research.10736.1",
0,"O662","Livia Lamartina, Giorgio Grani, Cosimo Durante, Sebastiano Filetti",4,0,1,1,0,0,0,"NA",0,0.25,"Recent advances in managing differentiated thyroid cancer",2018,"F1000Research",2,"https://f1000research.com/articles/7-86/v1","Journal","10.12688/f1000research.12811.1",
0,"O824","M Aringer, Anne Erler",2,1,1,"NA",1,"NA","NA","NA",1,1,"Recent advances in managing systemic sclerosis",2017,"F1000Research",2,"https://f1000research.com/articles/6-88/v1","Journal","10.12688/f1000research.10022.1",
1,"O475","Nicolas Nardi, Guillaume Mortamet, Laurence Ducharmecrevier, Guillaume Emeriaud, Philippe Jouvet",5,0,0,0,0,0,0,0,0,0,"Recent Advances in Pediatric Ventilatory Assistance",2017,"F1000Research",2,"https://f1000research.com/articles/6-290/v1","Journal","10.12688/f1000research.10408.1",
0,"O707","Bronagh Mcdonnell, Lori A Birder",2,1,1,"NA",1,"NA","NA","NA",1,1,"Recent advances in pharmacological management of urinary incontinence",2017,"F1000Research",2,"https://f1000research.com/articles/6-2148/v1","Journal","10.12688/f1000research.12593.1",
0,"O466","Matthew Powers, Margaret A Greven, Robert Kleinman, Quan Dong Nguyen, Diana Do",5,0,2,0,1,0,0,1,1,0.4,"Recent advances in the management and understanding of diabetic retinopathy",2017,"F1000Research",2,"https://f1000research.com/articles/6-2063/v1","Journal","10.12688/f1000research.12662.1",
0,"O1045","Samira Shojaee, Patrick Nanasinkam",2,0,1,1,0,"NA","NA","NA",0,0.5,"Recent advances in the management of non-small cell lung cancer",2017,"F1000Research",2,"https://f1000research.com/articles/6-2110/v1","Journal","10.12688/f1000research.11471.1",
0,"O568","Asif Muneer, Hussain M Alnajjar, David J Ralph",3,0,0,0,0,0,"NA","NA",0,0,"Recent advances in the management of priapism",2018,"F1000Research",2,"https://f1000research.com/articles/7-37/v1","Journal","10.12688/f1000research.12828.1",
3,"O384","Halley Tsai, Yon K Sung, Vinicio A De Jesus Perez",3,0,1,1,0,0,"NA","NA",0,0.3333333333,"Recent advances in the management of pulmonary arterial hypertension.",2016,"F1000Research",2,"https://f1000research.com/articles/5-2755/v1","Journal","10.12688/f1000research.9739.1",
0,"O533","Camilo R Gomez, Michael J Schneck, Jose Biller",3,0,0,0,0,0,"NA","NA",0,0,"Recent advances in the management of transient ischemic attacks",2017,"F1000Research",2,"https://f1000research.com/articles/6-1893/v1","Journal","10.12688/f1000research.12358.1",
0,"O457","Syeda Atiqa Batul, Brian Olshansky, John D Fisher, Rakesh Gopinathannair",4,0,1,1,0,0,0,"NA",0,0.25,"Recent advances in the management of ventricular tachyarrhythmias",2017,"F1000Research",2,"https://f1000research.com/articles/6-1027/v1","Journal","10.12688/f1000research.11202.1",
0,"O774","Jeffrey A Keelan, John P Newnham",2,0,0,0,0,"NA","NA","NA",0,0,"Recent advances in the prevention of preterm birth",2017,"F1000Research",2,"https://f1000research.com/articles/6-1139/v1","Journal","10.12688/f1000research.11385.1",
0,"O393","Jeffrey I Weitz, Iqbal H Jaffer, James C Fredenburgh",3,0,0,0,0,0,"NA","NA",0,0,"Recent advances in the treatment of venous thromboembolism in the era of the direct oral anticoagulants",2017,"F1000Research",2,"https://f1000research.com/articles/6-985/v1","Journal","10.12688/f1000research.11174.1",
0,"O625","Mathias Van Hemelrijck, Maurizio Taramasso, Carlotta De Carlo, Shingo Kuwata, Evelyn Regar, Fabian Nietlispach, Adolfo Ferrero, Alberto Weber, Francesco Maisano",9,0,2,0,0,1,0,1,0,0.2222222222,"Recent advances in understanding and managing aortic stenosis",2018,"F1000Research",2,"https://f1000research.com/articles/7-58/v1","Journal","10.12688/f1000research.11906.1",
0,"O869","Jun Ho Yi, Seok Jin Kim, Won Seog Kim",3,0,0,0,0,0,"NA","NA",0,0,"Recent advances in understanding and managing T-cell lymphoma",2017,"F1000Research",2,"https://f1000research.com/articles/6-2123/v1","Journal","10.12688/f1000research.12573.1",
