AuthorIds,AuthorNames,AuthorOrders,AuthorPapers,FoSNames,FoSPaperCounts,FoSCiteCounts,DisplayName,NormalizedName,PaperId,Rank,Doi,DocType,JournalId,ConferenceInstanceId,OriginalTitle,Year,Date,Publisher,ReferenceCount,CitationCount,EstimatedCitation,URLs,IndexedAbstract,AuthorIdsOrder,AuthorNamesOrder
2150632823,Gavin Simpson,1,219,data science; open science; cross validation; geography; paleontology; limnology,358112; 3499; 17399; 3901913; 407347; 5110,1166378; 12541; 414101; 5931280; 5034967; 63544,From the Bottom of the Heap,from the bottom of the heap,2397932192,21729,,,2764480933.0,,Tag: Cross-validation,2017,2017-10-25T00:00:00.0000000,,0,0,0,https://www.fromthebottomoftheheap.net/tag/cross-validation/,,2150632823,Gavin Simpson
2092444527; 1966907404; 2117267268; 2586344887; 2394490317; 1964939134; 1907314879; 2749243648; 2028173146; 2126058276,Sergey Khayrulin; Michael Vella; Stephen D. Larson; Michael Currie; Matteo Cantarelli; Jim Hokanson; Andrey Palyanov; Giovanni Idili; Balazs Szigeti; Padraig Gleeson,4; 3; 10; 7; 8; 6; 5; 9; 1; 2,6; 5; 28; 6; 5; 7; 5; 1; 4; 40,experimental data; open science; computer science; neuroscience; modular design; modularity; caenorhabditis elegans; computational model; openworm,457505; 3499; 9965937; 426088; 119176; 9396; 16024; 12972; 8,6374493; 12541; 67146656; 12116479; 857877; 158639; 619856; 203578; 23,Frontiers in Computational Neuroscience,frontiers in computational neuroscience,1996728217,20351,10.3389/fncom.2014.00137,Journal,19778766.0,,OpenWorm: an open-science approach to modeling Caenorhabditis elegans,2014,2014-11-03T00:00:00.0000000,Front Comput Neurosci,61,19,19,http://dblp.uni-trier.de/db/journals/ficn/ficn2014.html#SzigetiGVKPHCCIL14; http://europepmc.org/abstract/MED/25404913; http://journal.frontiersin.org/article/10.3389/fncom.2014.00137/pdf; https://doi.org/10.3389/fncom.2014.00137; http://europepmc.org/articles/PMC4217485; https://www.frontiersin.org/articles/10.3389/fncom.2014.00137/pdf; http://discovery.ucl.ac.uk/1451516/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4217485/; https://www.frontiersin.org/articles/10.3389/fncom.2014.00137/full,"OpenWorm is an international collaboration with the aim of understanding how the behavior of Caenorhabditis elegans (C. elegans) emerges from its underlying physiological processes. The project has developed a modular simulation engine to create computational models of the worm. The modularity of the engine makes it possible to easily modify the model, incorporate new experimental data and test hypotheses. The modeling framework incorporates both biophysical neuronal simulations and a novel fluid-dynamics-based soft-tissue simulation for physical environment-body interactions. The project's open-science approach is aimed at overcoming the difficulties of integrative modeling within a traditional academic environment. In this article the rationale is presented for creating the OpenWorm collaboration, the tools and resources developed thus far are outlined and the unique challenges associated with the project are discussed.",2028173146; 2117267268; 2126058276; 1966907404; 2092444527; 1907314879; 1964939134; 2586344887; 2394490317; 2749243648,Balazs Szigeti; Stephen D. Larson; Padraig Gleeson; Michael Vella; Sergey Khayrulin; Andrey Palyanov; Jim Hokanson; Michael Currie; Matteo Cantarelli; Giovanni Idili
2509959696,Thomas Hervé Mboa Nkoudou,1,1,history; open science; library science,5982599; 3499; 986947,4584235; 12541; 839923,,,2395271645,25001,10.5281/zenodo.46381,,,,Données de l'enquête SOHA auprès des étudiants en Licence,2016,2016-02-22T00:00:00.0000000,,0,0,0,http://zenodo.org/record/46381,,2509959696,Thomas Hervé Mboa Nkoudou
2416813426; 2163236234; 2311244916,A. Peyton Smith; Vanessa L. Bailey; Ben Bond-Lamberty,2; 3; 1,8; 49; 59,management science; open science; data loss; software quality; software; data integrity; raw data; open data; ecology; transparency; climatology; economics,648636; 3499; 4850; 19334; 601704; 13838; 28875; 7711; 1819807; 38298; 435151; 3670442,7099911; 12541; 23313; 221411; 4391816; 188979; 340812; 26234; 34175737; 231064; 7014330; 37840258,Environmental Research Letters,environmental research letters,2486721639,22156,10.1088/1748-9326/11/8/084004,Journal,139338987.0,,Running an open experiment: transparency and reproducibility in soil and ecosystem science,2016,2016-08-01T00:00:00.0000000,IOP Publishing,31,3,3,http://iopscience.iop.org/article/10.1088/1748-9326/11/8/084004/pdf; http://stacks.iop.org/1748-9326/11/i=8/a=084004?key=crossref.af5dd48b30c4228bc2c518ab35ebd1e0; https://www.osti.gov/scitech/biblio/1290368; http://iopscience.iop.org/article/10.1088/1748-9326/11/8/084004,"Researchers in soil and ecosystem science, and almost every other field, are being pushed—by funders, journals, governments, and their peers—to increase transparency and reproducibility of their work. A key part of this effort is a move towards open data as a way to fight post-publication data loss, improve data and code quality, enable powerful meta- and cross-disciplinary analyses, and increase trust in, and the efficiency of, publicly-funded research. Many scientists however lack experience in, and may be unsure of the benefits of, making their data and fully-reproducible analyses publicly available. Here we describe a recent 'open experiment', in which we documented every aspect of a soil incubation online, making all raw data, scripts, diagnostics, final analyses, and manuscripts available in real time. We found that using tools such as version control, issue tracking, and open-source statistical software improved data integrity, accelerated our team's communication and productivity, and ensured transparency. There are many avenues to improve scientific reproducibility and data availability, of which is this only one example, and it is not an approach suited for every experiment or situation. Nonetheless, we encourage the communities in our respective fields to consider its advantages, and to lead rather than follow with respect to scientific reproducibility, transparency, and data availability.",2311244916; 2416813426; 2163236234,Ben Bond-Lamberty; A. Peyton Smith; Vanessa L. Bailey
2144602492; 463281686; 2685218584; 131719713; 2308736162; 2773772609; 2599031724; 2770128843,Liam J. Morrison; Tom Michoel; Siddharth Jayaraman; Christiane Hertz-Fowler; Sofie Demeyer; Pieter Steketee; Michael P. Barrett; Pau Erola,7; 8; 3; 5; 4; 2; 6; 1,47; 92; 2; 65; 26; 1; 242; 2,biology; trypanosoma brucei; open science; immunology; parasite hosting,15777460; 8444; 3499; 2811474; 4991,292099800; 187061; 12541; 53315086; 45001,F1000Research,f1000research,2771080145,21221,10.7490/f1000research.1115021.1,,2755217574.0,,Host response processes and host-parasite interactions in Trypanosoma brucei infections,2017,2017-10-30T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/6-1912,,2770128843; 2773772609; 2685218584; 2308736162; 131719713; 2599031724; 2144602492; 463281686,Pau Erola; Pieter Steketee; Siddharth Jayaraman; Sofie Demeyer; Christiane Hertz-Fowler; Michael P. Barrett; Liam J. Morrison; Tom Michoel
2161477694; 2228011776; 2563941806; 2134807814; 2566592584; 2222058085; 2117583478; 2282623866,Andrew I. Su; Cyrus Afrasiabi; Mike D. Mayers; Chunlei Wu; Sebastien Lelong; Ginger Tsueng; Sean D. Mooney; Jiwen Xin,7; 2; 5; 8; 3; 4; 6; 1,145; 13; 1; 43; 7; 13; 131; 10,medicine; anesthesiology; physiology; open data; computational biology; open science,24337520; 12674; 163577; 7711; 86756; 3499,212406322; 81034; 907602; 26234; 696302; 12541,F1000Research,f1000research,2564777878,21194,10.7490/f1000research.1113452.1,,2755217574.0,,Biothings APIs: linked high-performance APIs for biological entities,2016,2016-11-22T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/5-2738,,2282623866; 2228011776; 2566592584; 2222058085; 2563941806; 2117583478; 2161477694; 2134807814,Jiwen Xin; Cyrus Afrasiabi; Sebastien Lelong; Ginger Tsueng; Mike D. Mayers; Sean D. Mooney; Andrew I. Su; Chunlei Wu
2150632823,Gavin Simpson,1,219,computational biology; paleontology; open science; biology; transfer function; limnology,86756; 407347; 3499; 15777460; 57281; 5110,696302; 5034967; 12541; 292099800; 507730; 63544,From the Bottom of the Heap,from the bottom of the heap,2602698783,21729,,,2764480933.0,,Tag: Transfer functions,2017,2017-12-01T00:00:00.0000000,,0,0,0,https://www.fromthebottomoftheheap.net/tag/transfer-function/,,2150632823,Gavin Simpson
2288731777,Philippe Mouron,1,4,intellectual property; engineering ethics; open science; open data; computer science,63869; 117038; 3499; 7711; 9965937,287063; 160541; 12541; 26234; 67146656,,,2595542561,23105,,,,,"Scientific Data Preservation, Copyright and Open Science",2014,2014-01-01T00:00:00.0000000,,0,0,0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2867967,"The purpose of this paper is to sum up the terms of a discussion about the legal aspects of scientific data preservation. This discussion was presented at the Marseille workshop organized on November 14th. This paper is only a basis for forthcoming works about the main project of preserving scientific data (PREDONx). The paper is focused on intellectual property rights, such as copyright or patent, and their effect on the use of scientific data. Open Science appears to be the best way to ensure the preservation, but also the publication, of scientific data.",2288731777,Philippe Mouron
2678104154,Daniele de Rigo,1,29,computer science; industrial ecology; programming paradigm; semantics; management science; bioeconomics; software; transparency; environmental modelling; open science,9965937; 3882; 22852; 90844; 648636; 642; 601704; 38298; 944; 3499,67146656; 53419; 306700; 1162325; 7099911; 8676; 4391816; 231064; 11380; 12541,arXiv: Systems and Control,arxiv systems and control,1829380076,21029,10.6084/m9.figshare.155701,,2596747816.0,,Software uncertainty in integrated environmental modelling: the role of semantics and open science,2013,2013-01-01T00:00:00.0000000,"University Library of Munich, Germany",67,15,15,http://www.mfkp.org/INRMM/article/12794802; http://dblp.uni-trier.de/db/journals/corr/corr1311.html#Rigo13; https://mpra.ub.uni-muenchen.de/44201/; https://re.public.polimi.it/handle/11311/716748; http://EconPapers.repec.org/RePEc:pra:mprapa:45960; https://mpra.ub.uni-muenchen.de/44201/1/MPRA_paper_44201.pdf; http://mastrave.org/bib/de_Rigo_EGU2013.pdf; http://arxiv.org/pdf/1311.4762.pdf; https://arxiv.org/abs/1311.4762?context=cs; https://128.84.21.199/abs/1311.4762,"Excerpt: Computational aspects increasingly shape environmental sciences. Actually, transdisciplinary modelling of complex and uncertain environmental systems is challenging computational science (CS) and also the science-policy interface. Large spatial-scale problems falling within this category - i.e. wide-scale transdisciplinary modelling for environment (WSTMe) - often deal with factors for which deep-uncertainty may prevent usual statistical analysis of modelled quantities and need different ways for providing policy-making with science-based support. Here, practical recommendations are proposed for tempering a peculiar - not infrequently underestimated - source of uncertainty. Software errors in complex WSTMe may subtly affect the outcomes with possible consequences even on collective environmental decision-making. Semantic transparency in CS and free software are discussed as possible mitigations. [...]",2678104154,Daniele de Rigo
2782477564,Sanjay Srivastava,1,1,data science; computer science; open science,358112; 9965937; 3499,1166378; 67146656; 12541,,,2781532769,25147,,,,,SIPS 2016 - What does diversity mean for open science?,2016,2016-06-06T00:00:00.0000000,Open Science Framework,0,0,0,https://osf.io/jrshq/#!,,2782477564,Sanjay Srivastava
2667324127; 2170374040; 2233562836; 2233557162; 2602474272,Younes Mohammadi; Farshad Farzadfar; Mohammad Reza Maracy; Anita Mansouri; Mehran Shams-Beyranvand,4; 3; 2; 5; 1,4; 148; 144; 10; 2,medicine; open data; open science; anesthesiology; alternative medicine,24337520; 7711; 3499; 12674; 469961,212406322; 26234; 12541; 81034; 2017161,F1000Research,f1000research,2625909600,21342,10.7490/f1000research.1114109.1,,2755217574.0,,Modeling of adjustment for misclassification and incompleteness in mortality data-Isfahan 2014,2017,2017-05-24T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-745,,2602474272; 2233562836; 2170374040; 2667324127; 2233557162,Mehran Shams-Beyranvand; Mohammad Reza Maracy; Farshad Farzadfar; Younes Mohammadi; Anita Mansouri
2283808550,Jeremy Lee McLaughlin,1,1,computer science; open science; data science; information retrieval,9965937; 3499; 358112; 325967,67146656; 12541; 1166378; 2419099,,,2280155252,25110,,,,,A review of search and discovery using figshare,2015,2015-05-05T00:00:00.0000000,,0,0,0,,,2283808550,Jeremy Lee McLaughlin
2479611671; 1867423944; 2047484755; 2727235813,John Pringle; Raffaella Ravinetto; Doris Schopper; Grace Ku,3; 2; 4; 1,5; 86; 10; 2,applied psychology; multimethodology; research ethics; open science; alternative medicine; medicine,768585; 8374; 10644; 3499; 469961; 24337520,7138125; 128726; 127900; 12541; 2017161; 212406322,F1000Research,f1000research,2724403895,20674,10.7490/f1000research.1114017.1,,2755217574.0,,Qualitative and mixed methods research and humanitarian research ethics: lessons learned from the MSF experience,2017,2017-05-05T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-626,,2727235813; 1867423944; 2479611671; 2047484755,Grace Ku; Raffaella Ravinetto; John Pringle; Doris Schopper
2344896472,Yves Vandriessche,1,1,software; workflow management system; workflow technology; systems engineering; open science; alternative medicine; open data; medicine,601704; 11795; 10086; 647787; 3499; 469961; 7711; 24337520,4391816; 114610; 97012; 3347311; 12541; 2017161; 26234; 212406322,F1000Research,f1000research,2344578972,22355,10.7490/f1000research.1110079.1,,2755217574.0,,Parallel recipes: towards a common coordination language for scientific workflow management systems,2015,2015-07-23T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/4-333,,2344896472,Yves Vandriessche
2139188486,Fabricio Ferreira de Oliveira,1,30,medicine; neurology; open science; open data; knowledge management; alternative medicine,24337520; 46392; 3499; 7711; 1024349; 469961,212406322; 533485; 12541; 26234; 6743109; 2017161,F1000Research,f1000research,2258539994,22545,10.7490/f1000research.848.1,,2755217574.0,,Trends on the use of complementary exams in modern day neurology: How to teach the patient about the tools actually needed for the investigation without conflicting knowledge with popular wisdom,2011,2011-02-28T00:00:00.0000000,,0,0,0,http://f1000research.com/f1000posters/848,,2139188486,Fabricio Ferreira de Oliveira
2314754796,Pekka Olsbo,1,39,open science; engineering management; political science; library science,3499; 533528; 3898535; 986947,12541; 408540; 9001673; 839923,,,2587269983,25147,,,,,Finnish National Guidelines for Open Science,2016,2016-01-01T00:00:00.0000000,,0,0,0,https://jyx.jyu.fi/dspace/handle/123456789/52539?show=full,,2314754796,Pekka Olsbo
2636436499,V. Rahimzadeh,1,1,data sharing; open data; open science; personalized medicine; corporate governance; sandbox; big data; precision medicine; medicine; knowledge management,11702; 7711; 3499; 12756; 243121; 14560; 45220; 5213; 24337520; 1024349,73073; 26234; 12541; 159873; 2003949; 16690; 153826; 32557; 212406322; 6743109,,,2571113908,22099,10.1016/B978-0-12-809411-2.00009-X,,,,Chapter 9 – Sharing Outside the Sandbox? The Child’s Right to an Open Data Sharing Future in Genomics and Personalized Medicine,2017,2017-01-01T00:00:00.0000000,,72,0,0,http://www.sciencedirect.com/science/article/pii/B978012809411200009X; https://www.sciencedirect.com/science/article/pii/B978012809411200009X,"Anticipatory governance of pediatric data sharing is therefore needed to strike a proportional balance between protection and open science that undergird the success of precision medicine for improving pediatric health. This chapter interrogates the ethics of sharing genomic data in what is increasingly referred to as the pediatric data-intensive sciences (DIS). It provides a brief overview of the emergence of special protections for children (and other vulnerable groups) in research and discusses whether the same ethical distinctions apply in pediatric DIS. It proposes the sharing of pediatric genomic data with attention to three levels of responsibilities to the data source, the data process, and data impact.",2636436499,V. Rahimzadeh
2241806702; 2334045830; 2311915112; 2293265978,Bonnie L. Hurwitz; Lori Kindler; Leonid Teytelman; Alexei Stoliartchouk,4; 3; 1; 2,39; 4; 10; 7,biology; knowledge management; genetics; open science,15777460; 1024349; 1769803; 3499,292099800; 6743109; 54035103; 12541,PLOS Biology,plos biology,2515307843,21123,10.1371/journal.pbio.1002538,Journal,154343897.0,,Protocols.io: Virtual Communities for Protocol Development and Discussion.,2016,2016-08-22T00:00:00.0000000,PLoS Biol,5,3,3,http://arizona.openrepository.com/arizona/handle/10150/621275; http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002538; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4993360/; https://arizona.pure.elsevier.com/en/publications/protocolsio-virtual-communities-for-protocol-development-and-disc; http://dx.plos.org/10.1371/journal.pbio.1002538; http://arizona.openrepository.com/arizona/bitstream/10150/621275/1/journal.pbio.1002538.PDF,"The detailed know-how to implement research protocols frequently remains restricted to the research group that developed the method or technology. This knowledge often exists at a level that is too detailed for inclusion in the methods section of scientific articles. Consequently, methods are not easily reproduced, leading to a loss of time and effort by other researchers. The challenge is to develop a method-centered collaborative platform to connect with fellow researchers and discover state-of-the-art knowledge. Protocols.io is an open-access platform for detailing, sharing, and discussing molecular and computational protocols that can be useful before, during, and after publication of research results.",2311915112; 2293265978; 2334045830; 2241806702,Leonid Teytelman; Alexei Stoliartchouk; Lori Kindler; Bonnie L. Hurwitz
2576500451; 2093298369; 2309799991; 2019992113; 1983717144,Ba’ Pham; Sharon E. Straus; Andrea C. Tricco; Wasifa Zarin; Erin Lillie,4; 5; 1; 2; 3,2; 405; 132; 14; 21,nursing; postmarketing surveillance; risk analysis; medicine; open science; content analysis; alternative medicine; cochrane library; medline; knowledge translation; pharmacovigilance; data analysis,1361675; 2257; 71635; 24337520; 3499; 104336; 469961; 15023; 30243; 3466; 7557; 27384,7428044; 33037; 587474; 212406322; 12541; 994209; 2017161; 360517; 720558; 34395; 91757; 376858,BMJ Open,bmj open,2574028069,20859,10.1136/bmjopen-2016-013474,Journal,79054089.0,,Utility of social media and crowd-sourced data for pharmacovigilance: a scoping review protocol,2017,2017-01-01T00:00:00.0000000,BMJ Open,25,4,4,http://bmjopen.bmj.com/content/7/1/e013474; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5253521/; http://pesquisa.bvsalud.org/portal/resource/en/mdl-28104709,"Introduction Adverse events associated with medications are under-reported in postmarketing surveillance systems. A systematic review of published data from 37 studies worldwide (including Canada) found the median under-reporting rate of adverse events to be 94% in spontaneous reporting systems. This scoping review aims to assess the utility of social media and crowd-sourced data to detect and monitor adverse events related to health products including pharmaceuticals, medical devices, biologics and natural health products. Methods and analysis Our review conduct will follow the Joanna Briggs Institute scoping review methods manual. Literature searches were conducted in MEDLINE, EMBASE and the Cochrane Library from inception to 13 May 2016. Additional sources included searches of study registries, conference abstracts, dissertations, as well as websites of international regulatory authorities (eg, Food and Drug Administration (FDA), the WHO, European Medicines Agency). Search results will be supplemented by scanning the references of relevant reviews. We will include all publication types including published articles, editorials, websites and book sections that describe use of social media and crowd-sourced data for surveillance of adverse events associated with health products. Two reviewers will perform study selection and data abstraction independently, and discrepancies will be resolved through discussion. Data analysis will involve quantitative (eg, frequencies) and qualitative (eg, content analysis) methods. Dissemination The summary of results will be sent to Health Canada, who commissioned the review, and other relevant policymakers involved with the Drug Safety and Effectiveness Network. We will compile and circulate a 1-page policy brief and host a 1-day stakeholder meeting to discuss the implications, key messages and finalise the knowledge translation strategy. Findings from this review will ultimately inform the design and development of a data analytics platform for social media and crowd-sourced data for pharmacovigilance in Canada and internationally. Registration details Our protocol was registered prospectively with the Open Science Framework (https://osf.io/kv9hu/).",2309799991; 2019992113; 1983717144; 2576500451; 2093298369,Andrea C. Tricco; Wasifa Zarin; Erin Lillie; Ba’ Pham; Sharon E. Straus
2150632823,Gavin Simpson,1,219,government; open science; political science; limnology; library science; paleontology,888701; 3499; 3898535; 5110; 986947; 407347,4765851; 12541; 9001673; 63544; 839923; 5034967,From the Bottom of the Heap,from the bottom of the heap,2607202966,21729,,,2764480933.0,,Tag: UK Government,2017,2017-05-05T00:00:00.0000000,,0,0,0,https://www.fromthebottomoftheheap.net/tag/uk-government/,,2150632823,Gavin Simpson
2236822527; 2105018657; 2346096249,Eloy Rodrigues; Pedro Príncipe; José Carvalho,2; 3; 1,79; 49; 28,media studies; open data; open science; performance art; art,942434; 7711; 3499; 6268589; 4856670,652636; 26234; 12541; 2160042; 2423837,,,2411068591,24001,,,,,Projeto FOSTER: facilitar a formação e a disseminação das práticas de ciência aberta na Europa,2014,2014-10-06T00:00:00.0000000,,0,0,0,http://repositorium.sdum.uminho.pt/bitstream/1822/30495/1/FOSTER-poster_CONFOA.pdf; http://repositorium.sdum.uminho.pt/handle/1822/30495,"Poster apresentado na ""5a Conferencia Luso-Brasileira sobre Acesso Aberto"", Coimbra, Portugal, 06-08 de outubro de 2014",2346096249; 2236822527; 2105018657,José Carvalho; Eloy Rodrigues; Pedro Príncipe
2621098859,J. L. Rodriguez,1,659,e science; drmaa; open science; grid; semantic grid; grid computing; software development; distributed computing; distributed design patterns; computer science,2104; 2364; 3499; 178911; 10269; 25617; 85799; 768400; 6846; 9965937,18692; 28798; 12541; 1267441; 109318; 261128; 899684; 7905179; 63428; 67146656,Bulletin of the American Physical Society,bulletin of the american physical society,1659115488,22606,,,2764664775.0,,The Open Science Grid,2005,2005-11-10T00:00:00.0000000,American Physical Society,0,0,0,http://adsabs.harvard.edu/abs/2005APS..SES.CB001R,,2621098859,J. L. Rodriguez
2609337559; 2780183374; 2612230006; 2780999228; 2538362523,Dan DeBlasio; Yumna Moosa; Sayane Shome; Candice Nancy Rafael; Efejiro Ashano,5; 3; 4; 1; 2,12; 1; 2; 2; 7,medical education; open data; open science; anesthesiology,285194; 7711; 3499; 12674,768051; 26234; 12541; 81034,F1000Research,f1000research,2776921044,21567,10.12688/f1000research.13463.1,Journal,2755217574.0,,"Highlights of the second ISCB Student Council Symposium in Africa, 2017",2017,2017-12-28T00:00:00.0000000,,5,0,0,https://f1000research.com/articles/6-2183/v1,,2780999228; 2538362523; 2780183374; 2612230006; 2609337559,Candice Nancy Rafael; Efejiro Ashano; Yumna Moosa; Sayane Shome; Dan DeBlasio
2307589466; 2071366131; 1990359226; 2124010144; 2042176680; 2466482094; 2132108609; 2680061255; 2113478683; 2165623159,Lutz Maicher; Daniel Seifarth; Karin Nadrowski; Xiangcheng Mi; Michael Prilop; Christian Wirth; Sophia Ratcliffe; Xiaojuan Liu; Keping Ma; Karl Welter,4; 8; 1; 5; 6; 10; 7; 2; 3; 9,14; 4; 35; 61; 3; 177; 29; 18; 202; 2,open science; medicine; data science; alternative medicine; software; data collection; open data,3499; 24337520; 358112; 469961; 601704; 208062; 7711,12541; 212406322; 1166378; 2017161; 4391816; 2307808; 26234,F1000Research,f1000research,2246868278,22100,10.7490/f1000research.1092631.1,,2755217574.0,,A platform for onsite data gathering and online data amalgamation in collaborative research projects,2012,2012-10-10T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/1092631,,1990359226; 2466482094; 2680061255; 2113478683; 2307589466; 2124010144; 2042176680; 2132108609; 2071366131; 2165623159,Karin Nadrowski; Christian Wirth; Xiaojuan Liu; Keping Ma; Lutz Maicher; Xiangcheng Mi; Michael Prilop; Sophia Ratcliffe; Daniel Seifarth; Karl Welter
2528782129; 2527758052,Alan Deidun; Milena Dobreva,2; 1,1; 1,citizen science; open access week; open science; political science; library science,3490; 563; 3499; 3898535; 986947,24449; 70; 12541; 9001673; 839923,,,2529030695,25255,,,,,Open science and citizen science,2015,2015-01-01T00:00:00.0000000,,0,0,0,,,2527758052; 2528782129,Milena Dobreva; Alan Deidun
2420399655; 2002402370; 2144749162,Piero Olliaro; Michael Woelfle; Matthew H. Todd,2; 1; 3,273; 3; 92,enantiopure drug; open science; nanotechnology; chemistry,5714; 3499; 500419; 14946972,78711; 12541; 7552432; 165089425,Nature Chemistry,nature chemistry,1995378367,19143,10.1038/nchem.1149,Journal,202193212.0,,Open science is a research accelerator,2011,2011-01-10T00:00:00.0000000,Nat Chem,17,54,93,http://adsabs.harvard.edu/abs/2011NatCh...3..745W; http://dx.doi.org/10.1038/nchem.1149; http://www.ncbi.nlm.nih.gov/pubmed/21941234; http://www.nature.com/nchem/journal/v3/n10/nchem.1149/metrics,An open-source approach to the problem of producing an off-patent drug in enantiopure form serves as an example of how academic and industrial researchers can join forces to make new scientific discoveries that could have a huge impact on human health.,2002402370; 2420399655; 2144749162,Michael Woelfle; Piero Olliaro; Matthew H. Todd
2320329172; 2132594881,S Eliott; J Bellamy,1; 2,1; 1,global change; open science; physical geography; geography,19443; 3499; 87329; 3901913,528198; 12541; 181959; 5931280,,,37041503,20015,,,,,Global Change Newsletter,2001,2001-09-01T00:00:00.0000000,International Council for Science (ICSU),0,28,28,http://cedadocs.badc.rl.ac.uk/292/; http://cedadocs.ceda.ac.uk/292/,"The Global Change Open Science Conference – Amsterdam, July 2001.
This edition of the Global Change Newsletter focuses on
outcomes of the recent Open Science Conference, Challenges
of a Changing Earth. The Newsletter begins with an
introduction to the event and feedback from conference
participants",2320329172; 2132594881,S Eliott; J Bellamy
2139100059,Kush Wadhwa,1,1,knowledge management; open science; open data; engineering management; computer science,1024349; 3499; 7711; 533528; 9965937,6743109; 12541; 26234; 408540; 67146656,,,816432828,25028,,,,,The Recode Project,2015,2015-01-15T00:00:00.0000000,,0,0,0,http://helios-eie.ekt.gr/EIE/bitstream/10442/14610/1/RECODE-Wadwah.pdf,,2139100059,Kush Wadhwa
2558157862,Pak Nung Wong,1,17,open science; geopolitics; open knowledge; humanities; global south; knowledge space; geography; comparative politics; social science,3499; 20091; 402; 1301444; 3921; 654; 3901913; 11033; 1849654,12541; 77910; 1690; 2726389; 17069; 6360; 5931280; 137803; 12646096,,,2768052939,22642,10.1186/s40728-017-0043-8,Journal,,,"Open Science, Bandung and Ezekiel: crafting a transnational knowledge space towards the brave new world",2017,2017-01-12T00:00:00.0000000,Springer International Publishing,18,0,0,https://bandungjournal.springeropen.com/track/pdf/10.1186/s40728-017-0043-8?site=bandungjournal.springeropen.com; https://bandungjournal.springeropen.com/articles/10.1186/s40728-017-0043-8; https://link.springer.com/article/10.1186/s40728-017-0043-8; https://link.springer.com/content/pdf/10.1186%2Fs40728-017-0043-8.pdf,"To explore a new de-colonial option for the global future, this article grapples with three movements of our time: the ‘Open Science’ movement, the 1955 African-Asian conference and the Non-Aligned Movement, and the post-exilic prophetic movement of the Abrahamic religions. It explores an alternative intellectual project which will facilitate new research agendas and publication directions that will simultaneously speaks to the three wider audience of the present-day world: the sciences, the Global South and the Abrahamic religious traditions. My objective is to delineate a theological, geopolitical and anthropological exposition as an ethical anchorage for the present Bandung project to steadily move towards the Open Science era. I will argue for Ezekiel’s prophetic model as a plausible de-colonial option for crafting the transnational open knowledge space.",2558157862,Pak Nung Wong
2125299283; 2045947870; 2628385728; 2680152536,Kate S. Boersma; Dean A. Hendrickson; Kathryn Boyer; Phil Pister,3; 1; 2; 4,22; 73; 4; 2,publishing; medicine; anesthesiology; open data; alternative medicine; medical education; open science,272751; 24337520; 12674; 7711; 469961; 285194; 3499,471219; 212406322; 81034; 26234; 2017161; 768051; 12541,F1000Research,f1000research,2735204344,21629,10.7490/f1000research.1111110.1,,2755217574.0,,"DFCs publishing legacy: Transitioning into the digital age with new services for, and request for participation of, Council members",2015,2015-12-04T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/4-1397,,2045947870; 2628385728; 2125299283; 2680152536,Dean A. Hendrickson; Kathryn Boyer; Kate S. Boersma; Phil Pister
2333177465,Steven S. Ross,1,1,sociology; open science; victoria; media studies,3920944; 3499; 37583; 942434,17729584; 12541; 118103; 652636,Science Communication,science communication,2325314096,24346,10.1177/1075547011409953,Journal,30803906.0,,"Book Review: Cribb, J., & Sari, T. (2010). Open Science: Sharing Knowledge in the Global Century. Collingwood, Victoria, Australia: CSIRO. pp. 221. ISBN 978-0643097636",2011,2011-01-06T00:00:00.0000000,"SAGE PublicationsSage CA: Los Angeles, CA",0,0,0,http://journals.sagepub.com/doi/abs/10.1177/1075547011409953,,2333177465,Steven S. Ross
