journ_id,formal_name,jfraction,subd_id
11289,Journal Of Public Health Dentistry,1,457
11290,Journal Of Public Health Management And Practice : Jphmp,1,100
11291,Journal Of Public Health Medicine,1,100
11292,Journal Of Public Health Policy,1,197
11293,Journal Of Public Policy And Marketing,1,58
11294,JOURNAL OF PUBLIC RELATIONS RESEARCH,1,145
11295,Journal Of Pulp And Paper Science,1,332
11296,Journal Of Purchasing And Supply Management,1,486
11297,Journal Of Pure And Applied Algebra,1,64
11298,Journal Of Quality In Clinical Practice,1,85
11299,Journal Of Quality In Maintenance Engineering,1,522
11300,Journal Of Quality Technology,1,522
11301,Journal Of Quantitative Criminology,1,327
11302,JOURNAL OF QUANTITATIVE LINGUISTICS,1,222
11303,Journal Of Quantitative Spectroscopy And Radiative Transfer,1,179
11304,Journal Of Quaternary Science,1,166
11305,Journal Of Radiation Research,1,402
11306,Journal Of Radioanalytical And Nuclear Chemistry,1,200
11307,Journal Of Radiological Protection,1,200
11308,Journal Of Raman Spectroscopy,1,179
11309,Journal Of Range Management,1,520
11310,Journal Of Rapid Methods And Automation In Microbiology,1,117
11311,Journal Of Raptor Research,1,461
11312,Journal Of Rare Earths,1,102
11313,Journal Of Rational - Emotive And Cognitive - Behavior Therapy,1,289
11314,Journal Of Real Estate Finance And Economics,1,438
11315,Journal Of Real Estate Portfolio Management,1,438
11316,Journal Of Real Estate Research,1,438
11317,JOURNAL OF REAL-TIME IMAGE PROCESSING,1,188
11318,Journal Of Receptor And Signal Transduction,1,26
11319,Journal Of Reconstructive Microsurgery,1,210
11320,Journal Of Refractive Surgery,1,41
11321,Journal Of Refugee Studies,1,431
11322,Journal Of Regional Science,1,438
11323,Journal Of Regulatory Economics,1,411
11324,Journal Of Rehabilitation,1,412
11325,Journal Of Rehabilitation Medicine,1,350
11326,"Journal Of Rehabilitation Medicine, Supplement",1,412
11327,Journal Of Rehabilitation Research And Development,1,412
11328,Journal Of Reinforced Plastics And Composites,1,168
11329,JOURNAL OF RELIGION,1,279
11330,Journal Of Religion And Health,1,154
11331,JOURNAL OF RELIGION IN AFRICA,1,431
11332,JOURNAL OF RELIGIOUS ETHICS,1,279
11333,JOURNAL OF RELIGIOUS HISTORY,1,488
11334,Journal Of Renal Nutrition,1,25
11335,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,1,260
11336,Journal Of Reproduction And Development,1,135
11337,JOURNAL OF REPRODUCTION AND FERTILITY,1,499
11338,Journal Of Reproduction And Fertility Supplement,1,499
11339,Journal Of Reproductive And Infant Psychology,1,244
11340,Journal Of Reproductive Immunology,1,135
11341,Journal Of Reproductive Medicine For The Obstetrician And Gynecologist,1,50
11342,Journal Of Research And Practice In Information Technology,1,458
11343,JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,1,327
11344,Journal Of Research In Medical Sciences,1,7
11345,JOURNAL OF RESEARCH IN MUSIC EDUCATION,1,418
11346,Journal Of Research In Personality,1,329
11347,Journal Of Research In Pharmaceutical Economics,1,272
11348,Journal Of Research In Reading,1,418
11349,Journal Of Research In Science Teaching,1,290
11350,Journal Of Research Of The National Institute Of Standards And Technology,1,65
11351,Journal Of Research On Adolescence,1,408
11352,JOURNAL OF RESIDUALS SCIENCE & TECHNOLOGY,1,547
11353,Journal Of Respiratory Diseases,1,51
11354,Journal Of Respiratory Diseases - For Pediatricians,1,22
11355,Journal Of Retailing,1,58
11356,Journal Of Retailing And Consumer Services,1,58
11357,Journal Of Rheology,1,432
11358,Journal Of Rheumatology,1,16
11359,Journal Of Rheumatology And Medical Rehabilitation,1,16
11360,JOURNAL OF RISK,1,43
11361,Journal Of Risk And Insurance,1,476
11362,Journal Of Risk And Uncertainty,1,411
11363,JOURNAL OF RISK MODEL VALIDATION,1,43
11364,Journal Of Risk Research,1,403
11365,Journal Of Robotic Systems,1,225
11366,JOURNAL OF ROMAN STUDIES,1,112
11367,JOURNAL OF RUBBER RESEARCH,1,168
11368,Journal Of Rural Development,1,259
11369,Journal Of Rural Health,1,397
11370,Journal Of Rural Studies,1,516
11371,Journal Of Russian Laser Research,1,176
11372,Journal Of Safety Research,1,98
11373,Journal Of Sandwich Structures And Materials,1,168
11374,JOURNAL OF SAUDI CHEMICAL SOCIETY,1,132
11375,Journal Of Scheduling,1,74
11376,JOURNAL OF SCHOLARLY PUBLISHING,1,164
11377,Journal Of School Health,1,462
11378,Journal Of School Psychology,1,386
11379,Journal Of Science And Medicine In Sport,1,73
11380,Journal Of Science Education And Technology,1,290
11381,Journal Of Scientific And Industrial Research,1,163
11382,Journal Of Scientific Computing,1,70
11383,Journal Of Scientific Exploration,1,477
11384,Journal Of Sea Research,1,30
11385,Journal Of Second Language Writing,1,169
11386,Journal Of Sedimentary Research,1,363
11387,Journal Of Seismic Exploration,1,442
11388,Journal Of Seismology,1,61
11389,JOURNAL OF SEMANTICS,1,222
11390,JOURNAL OF SEMITIC STUDIES,1,279
11391,Journal Of Sensory Studies,1,456
11392,Journal Of Separation Science,1,75
11393,JOURNAL OF SERVICE MANAGEMENT,1,58
11394,Journal Of Service Research,1,58
11395,Journal Of Services Marketing,1,58
11396,Journal Of Sex & Marital Therapy,1,525
11397,Journal Of Sex Education And Therapy,1,525
11398,Journal Of Sex Research,1,525
11399,Journal Of Sexual Medicine,1,525
11400,Journal Of Shanghai Jiaotong University (Science),1,433
11401,Journal Of Shellfish Research,1,217
11402,Journal Of Ship Production,1,368
11403,Journal Of Ship Research,1,417
11404,Journal Of Shoulder And Elbow Surgery,1,414
11405,Journal Of Sichuan University (Medical Science Edition),1,519
11406,Journal Of Sleep Research,1,532
11407,Journal Of Small Animal Practice,1,202
11408,Journal Of Small Business And Enterprise Development,1,403
11409,Journal Of Small Business Management,1,403
11410,Journal Of Smooth Muscle Research,1,26
11411,Journal Of Social And Administrative Pharmacy,1,422
11412,Journal Of Social And Clinical Psychology,1,244
11413,Journal Of Social And Personal Relationships,1,408
11414,JOURNAL OF SOCIAL ARCHAEOLOGY,1,468
11415,JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY,1,124
11416,Journal Of Social Distress And The Homeless,1,336
11417,Journal Of Social History,1,488
11418,Journal Of Social Issues,1,124
11419,JOURNAL OF SOCIAL PHILOSOPHY,1,122
11420,Journal Of Social Policy,1,403
11421,Journal Of Social Psychology,1,124
11422,JOURNAL OF SOCIAL SERVICE RESEARCH,1,271
11423,Journal Of Social Welfare And Family Law,1,403
11424,Journal Of Social Work Education,1,271
11425,Journal Of Social Work Practice,1,71
11426,Journal Of Socio-Economics,1,411
11427,Journal Of Sociolinguistics,1,498
11428,Journal Of Sociology,1,314
11429,Journal Of Sociology And Social Welfare,1,403
11430,Journal Of Software Maintenance And Evolution,1,458
11431,JOURNAL OF SOFTWARE MAINTENANCE-RESEARCH AND PRACTICE,1,371
11432,Journal Of Soil And Water Conservation,1,227
11433,Journal Of Soils And Sediments,1,508
11434,"Journal Of Solar Energy Engineering, Transactions Of The Asme",1,70
11435,Journal Of Sol-Gel Science And Technology,1,310
11436,Journal Of Solid State Chemistry,1,35
11437,Journal Of Solid State Electrochemistry,1,439
11438,Journal Of Solid Waste Technology And Management,1,427
11439,Journal Of Solution Chemistry,1,273
11440,Journal Of Soochow University Engineering Science Edition,1,421
11441,Journal Of Sound And Vibration,1,248
11442,Journal Of South American Earth Sciences,1,413
11443,Journal Of Southeast Asian Studies,1,431
11444,Journal Of Southeast University (English Edition),1,5
11445,Journal Of Southern African Studies,1,431
11446,JOURNAL OF SOUTHERN EUROPE AND THE BALKANS,1,431
11447,JOURNAL OF SOUTHERN HISTORY,1,170
11448,Journal Of Spacecraft And Rockets,1,70
11449,JOURNAL OF SPACECRAFT TECHNOLOGY,1,385
11450,Journal Of Spatial Science,1,529
11451,Journal Of Special Education,1,464
11452,"Journal Of Speech, Language, And Hearing Research",1,302
11453,Journal Of Spinal Cord Medicine,1,412
11454,Journal Of Spinal Disorders,1,224
11455,Journal Of Spinal Disorders & Techniques,1,224
11456,Journal Of Sport And Exercise Psychology,1,542
11457,Journal Of Sport And Social Issues,1,403
11458,Journal Of Sport History,1,410
11459,Journal Of Sport Management,1,234
11460,Journal Of Sport Rehabilitation,1,505
11461,JOURNAL OF SPORTS CHIROPRACTIC & REHABILITATION,1,243
11462,JOURNAL OF SPORTS ECONOMICS,1,95
11463,Journal Of Sports Medicine And Physical Fitness,1,73
11464,Journal Of Sports Science And Medicine,1,73
11465,Journal Of Sports Sciences,1,73
11466,Journal Of Statistical Computation And Simulation,1,94
11467,Journal Of Statistical Mechanics: Theory And Experiment,1,108
11468,Journal Of Statistical Physics,1,108
11469,Journal Of Statistical Planning And Inference,1,94
11470,Journal Of Statistical Software,1,94
11471,Journal Of Statistics Education,1,99
11472,Journal Of Steroid Biochemistry And Molecular Biology,1,262
11473,Journal Of Stored Products Research,1,131
11474,Journal Of Strain Analysis For Engineering Design,1,465
11475,Journal Of Strategic Information Systems,1,57
11476,Journal Of Strategic Studies,1,267
11477,Journal Of Strength And Conditioning Research,1,73
11478,Journal Of Stroke And Cerebrovascular Diseases,1,452
11479,Journal Of Structural And Functional Genomics,1,4
11480,Journal Of Structural Biology,1,4
11481,Journal Of Structural Chemistry,1,491
11482,Journal Of Structural Engineering,1,52
11483,Journal Of Structural Geology,1,157
11484,JOURNAL OF STUDIES IN INTERNATIONAL EDUCATION,1,444
11485,Journal Of Studies On Alcohol,1,367
11486,JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,1,367
11487,Journal Of Studies On Alcohol Supplement,1,104
11488,Journal Of Submicroscopic Cytology And Pathology,1,180
11489,Journal Of Substance Abuse,1,104
11490,Journal Of Substance Use,1,104
11491,Journal Of Sulfur Chemistry,1,18
11492,Journal Of Supercomputing,1,152
11493,Journal Of Superconductivity,1,13
11494,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,1,483
11495,Journal Of Supercritical Fluids,1,273
11496,JOURNAL OF SUPERHARD MATERIALS,1,263
11497,JOURNAL OF SUPPLY CHAIN MANAGEMENT,1,486
11498,Journal Of Supportive Oncology,1,292
11499,Journal Of Supramolecular Chemistry,1,500
11500,Journal Of Surface Science And Technology,1,277
11501,Journal Of Surfactants And Detergents,1,277
11502,JOURNAL OF SURGICAL EDUCATION,1,309
11503,Journal Of Surgical Oncology,1,399
11504,Journal Of Surgical Orthopaedic Advances,1,414
11505,Journal Of Surgical Research,1,139
11506,Journal Of Surveying Engineering,1,364
11507,Journal Of Sustainable Agriculture,1,227
11508,Journal Of Sustainable Forestry,1,404
11509,Journal Of Sustainable Tourism,1,527
11510,Journal Of Swine Health And Production,1,304
11511,Journal Of Symbolic Computation,1,433
11512,Journal Of Symbolic Logic,1,331
11513,JOURNAL OF SYMPLECTIC GEOMETRY,1,337
11514,Journal Of Synchrotron Radiation,1,13
11515,Journal Of Synthetic Lubrication,1,482
11516,JOURNAL OF SYSTEMATIC PALAEONTOLOGY,1,78
11517,Journal Of Systems And Software,1,56
11518,Journal Of Systems Architecture,1,121
11519,Journal Of Systems Engineering And Electronics,1,433
11520,JOURNAL OF SYSTEMS SCIENCE & COMPLEXITY,1,392
11521,JOURNAL OF SYSTEMS SCIENCE AND SYSTEMS ENGINEERING,1,74
11522,Journal Of Taxation,1,27
11523,Journal Of Teacher Education,1,134
11524,Journal Of Teaching In Physical Education,1,542
11525,Journal Of Technology In Counseling,1,265
11526,Journal Of Technology In Human Services,1,212
11527,JOURNAL OF TECHNOLOGY TRANSFER,1,105
11528,Journal Of Telemedicine And Telecare,1,494
11529,Journal Of Terramechanics,1,437
11530,Journal Of Test And Measurement Technology,1,409
11531,Journal Of Testing And Evaluation,1,465
11532,"Journal Of Textile And Apparel, Technology And Management",1,421
11533,Journal Of Texture Studies,1,49
11534,Journal Of The Academy Of Marketing Science,1,58
11535,Journal Of The Acm,1,291
11536,Journal Of The Acoustical Society Of America,0.5,248
11536,Journal Of The Acoustical Society Of America,0.5,497
11537,Journal Of The Air & Waste Management Association (1995),1,275
11538,Journal Of The American Academy Of Audiology,1,226
11539,Journal Of The American Academy Of Child And Adolescent Psychiatry,1,235
11540,Journal Of The American Academy Of Dermatology,1,24
11541,Journal Of The American Academy Of Nurse Practitioners,1,462
11542,Journal Of The American Academy Of Psychiatry And The Law,1,328
11543,Journal Of The American Academy Of Psychoanalysis,1,71
11544,Journal Of The American Academy Of Psychoanalysis And Dynamic Psychatry,1,71
11545,JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,1,279
11546,Journal Of The American Animal Hospital Association,1,202
11547,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,1,503
11548,Journal Of The American Association Of Gynecologic Laparoscopists,1,471
11549,Journal Of The American Association Of Nurse Anesthetists,1,7
11550,JOURNAL OF THE AMERICAN BOARD OF FAMILY MEDICINE,1,313
11551,Journal Of The American Board Of Family Practice,1,451
11552,Journal Of The American Ceramic Society,1,90
11553,Journal Of The American Chemical Society,0.3333333333,18
11553,Journal Of The American Chemical Society,0.3333333333,35
11553,Journal Of The American Chemical Society,0.3333333333,88
11554,Journal Of The American College Of Cardiology,1,2
11555,Journal Of The American College Of Nutrition,1,83
11556,Journal Of The American College Of Surgeons,1,89
11557,Journal Of The American Dental Association,1,457
11558,Journal Of The American Dietetic Association,1,83
11559,Journal Of The American Geriatrics Society,1,174
11560,Journal Of The American Health Information Management Association,1,93
11561,Journal Of The American Helicopter Society,1,409
11562,JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION,1,129
11563,Journal Of The American Leather Chemists Association,1,434
11564,Journal Of The American Mathematical Society,1,337
11565,Journal Of The American Medical Directors Association,1,174
11566,Journal Of The American Medical Informatics Association,1,93
11567,Journal Of The American Medical Women'S Association,1,469
11568,Journal Of The American Mosquito Control Association,1,454
11569,JOURNAL OF THE AMERICAN MUSICAL INSTRUMENT SOCIETY,1,212
11570,JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY,1,142
11571,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,1,222
11572,Journal Of The American Osteopathic Association,1,505
11573,"Journal Of The American Pharmaceutical Association (Washington,Dc : 1996)",1,148
11574,Journal Of The American Pharmacists Association : Japha,1,148
11575,Journal Of The American Planning Association,1,438
11576,Journal Of The American Podiatric Medical Association,1,414
11577,Journal Of The American Pomological Society,1,429
11578,Journal Of The American Psychiatric Nurses Association,1,390
11579,Journal Of The American Psychoanalytic Association,1,71
11580,Journal Of The American Society For Horticultural Science,1,284
11581,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE,1,164
11582,Journal Of The American Society For Information Science And Technology,1,276
11583,Journal Of The American Society For Mass Spectrometry,1,389
11584,Journal Of The American Society For Surgery Of The Hand,1,414
11585,Journal Of The American Society Of Brewing Chemists,1,514
11586,Journal Of The American Society Of Echocardiography,1,479
11587,JOURNAL OF THE AMERICAN SOCIETY OF HYPERTENSION,1,80
11588,Journal Of The American Society Of Nephrology,1,25
11589,Journal Of The American Statistical Association,1,94
11590,Journal Of The American Veterinary Medical Association,1,202
11591,Journal Of The American Water Resources Association,1,427
11592,JOURNAL OF THE ANATOMICAL SOCIETY OF INDIA,1,414
11593,Journal Of The Asia Pacific Economy,1,95
11594,Journal Of The Association For History And Computing,1,212
11595,JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS,1,126
11596,Journal Of The Association For Persons With Severe Handicaps,1,464
11597,Journal Of The Association Of Nurses In Aids Care,1,91
11598,Journal Of The Astronautical Sciences,1,409
11599,Journal Of The Atmospheric Sciences,1,97
11600,Journal Of The Australian Mathematical Society,1,64
11601,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY SERIES A-PURE MATHEMATICS AND STATISTICS,1,64
11602,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY SERIES B-APPLIED MATHEMATICS,1,392
11603,JOURNAL OF THE AUSTRALIAN TRADITIONAL-MEDICINE SOCIETY,1,140
11604,JOURNAL OF THE AUTONOMIC NERVOUS SYSTEM,1,523
11605,Journal Of The Bahrain Medical Society,1,405
11606,JOURNAL OF THE BALKAN TRIBOLOGICAL ASSOCIATION,1,482
11607,Journal Of The Brazilian Chemical Society,1,161
11608,Journal Of The Brazilian Society Of Mechanical Sciences And Engineering,1,70
11609,JOURNAL OF THE BRITISH ARCHAEOLOGICAL ASSOCIATION,1,407
11610,Journal Of The British Menopause Society,1,490
11611,JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,1,334
11612,Journal Of The California Dental Association,1,162
11613,Journal Of The Canadian Society Of Forensic Science,1,519
11614,Journal Of The Chartered Institution Of Water And Environmental Management,1,342
11615,Journal Of The Chemical Society Perkin Transactions 2,1,88
11616,"Journal Of The Chemical Society, Dalton Transactions",1,35
11617,"Journal Of The Chemical Society, Perkin Transactions 1",1,18
11618,Journal Of The Chengdu Institute Of Technology,1,426
11619,Journal Of The Chilean Chemical Society,1,415
11620,Journal Of The China Textile Institute,1,470
11621,Journal Of The Chinese Chemical Society,1,470
11622,Journal Of The Chinese Institute Of Chemical Engineers,1,36
11623,"Journal Of The Chinese Institute Of Electrical Engineering, Transactions Of The Chinese Institute Of Engineers, Series E/Chung Kuotien Chi Kung Chieng Hsueh K'An",1,330
11624,"Journal Of The Chinese Institute Of Engineers, Transactions Of The Chinese Institute Of Engineers,Series A/Chung-Kuo Kung Ch'Eng Hsuch K'An",1,147
11625,Journal Of The Chinese Institute Of Industrial Engineers,1,173
11626,Journal Of The Chinese Medical Association,1,8
11627,Journal Of The Chinese Society Of Corrosion And Protection,1,132
11628,"Journal Of The Chinese Society Of Mechanical Engineers, Transactions Of The Chinese Institute Of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'Eng Hsuebo Pao",1,240
11629,Journal Of The College Of Physicians And Surgeons--Pakistan : Jcpsp,1,405
11630,Journal Of The Communications Network,1,489
11631,Journal Of The Communications Research Laboratory,1,322
11632,Journal Of The Copyright Society Of The Usa,1,543
11633,Journal Of The Czech Geological Society,1,158
11634,JOURNAL OF THE EARLY REPUBLIC,1,170
11635,JOURNAL OF THE ECONOMIC AND SOCIAL HISTORY OF THE ORIENT,1,391
11636,Journal Of The Egyptian Society Of Parasitology,1,340
11637,Journal Of The Electrochemical Society,1,260
11638,Journal Of The Energy Institute,1,416
11639,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,1,53
11640,Journal Of The European Academy Of Dermatology And Venereology,1,24
11641,Journal Of The European Ceramic Society,1,90
11642,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,1,79
11643,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,1,337
11644,JOURNAL OF THE EUROPEAN OPTICAL SOCIETY-RAPID PUBLICATIONS,1,219
11645,Journal Of The Experimental Analysis Of Behavior,1,477
11646,"Journal Of The Faculty Of Agriculture, Kyushu University",1,341
11647,Journal Of The Faculty Of Engineering And Architecture Of Gazi University,1,47
11648,Journal Of The Food Hygienic Society Of Japan,1,509
11649,Journal Of The Formosan Medical Association,1,399
11650,Journal Of The Franklin Institute,1,433
11651,Journal Of The Geological Society,1,338
11652,Journal Of The Geological Society Of India,1,338
11653,Journal Of The Hattori Botanical Laboratory,1,419
11654,JOURNAL OF THE HISTORICAL SOCIETY,1,170
11655,Journal Of The History Of Biology,1,182
11656,Journal Of The History Of Dentistry,1,162
11657,Journal Of The History Of Economic Thought,1,513
11658,Journal Of The History Of Ideas,1,407
11659,Journal Of The History Of Medicine And Allied Sciences,1,182
11660,JOURNAL OF THE HISTORY OF PHILOSOPHY,1,122
11661,Journal Of The History Of Sexuality,1,410
11662,Journal Of The History Of The Behavioral Sciences,1,182
11663,Journal Of The History Of The Neurosciences,1,148
11664,Journal Of The Hong Kong College Of Radiologists,1,28
11665,JOURNAL OF THE IEST,1,248
11666,Journal Of The Illuminating Engineering Society,1,497
11667,Journal Of The Indian Chemical Society,1,415
11668,Journal Of The Indian Institute Of Science,1,18
11669,Journal Of The Indian Medical Association,1,405
11670,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,1,529
11671,Journal Of The Institute Of Brewing,1,514
11672,Journal Of The Institute Of Energy,1,128
11673,JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU,1,337
11674,JOURNAL OF THE INSTITUTE OF TELECOMMUNICATIONS PROFESSIONALS,1,489
11675,Journal Of The Institute Of Wood Science,1,155
11676,Journal Of The Institution Of British Telecommunications Engineers,1,489
11677,Journal Of The Institution Of Engineers (India): Civil Engineering Division,1,129
11678,Journal Of The Institution Of Engineers (India): Electrical Engineering Division,1,308
11679,Journal Of The Institution Of Engineers (India): Mechanical Engineering Division,1,86
11680,Journal Of The International Academy Of Periodontology,1,203
11681,Journal Of The International Association For Shell And Spatial Structures,1,436
11682,"Journal Of The International Association Of Physicians In Aids Care (Chicago, Ill : 2002)",1,298
11683,Journal Of The International Neuropsychological Society,1,412
11684,JOURNAL OF THE INTERNATIONAL PHONETIC ASSOCIATION,1,302
11685,JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION,1,73
11686,JOURNAL OF THE IRANIAN CHEMICAL SOCIETY,1,199
11687,Journal Of The Irish Dental Association,1,457
11688,Journal Of The Japan Diabetes Society,1,39
11689,Journal Of The Japan Epilepsy Society,1,324
11690,Journal Of The Japan Petroleum Institute,1,199
11691,Journal Of The Japan Research Association For Textile End-Uses,1,177
11692,Journal Of The Japanese And International Economies,1,377
11693,Journal Of The Japanese Society For Horticultural Science,1,284
11694,Journal Of The Kansas Entomological Society,1,544
11695,Journal Of The Kentucky Medical Association,1,447
11696,JOURNAL OF THE KOREAN ASTRONOMICAL SOCIETY,1,103
11697,JOURNAL OF THE KOREAN INSTITUTE OF METALS AND MATERIALS,1,23
11698,Journal Of The Korean Mathematical Society,1,435
11699,JOURNAL OF THE KOREAN MEDICAL ASSOCIATION,1,530
11700,JOURNAL OF THE KOREAN METEOROLOGICAL SOCIETY,1,97
11701,Journal Of The Korean Physical Society,1,13
11702,JOURNAL OF THE KOREAN SOCIETY FOR APPLIED BIOLOGICAL CHEMISTRY,1,257
11703,JOURNAL OF THE KOREAN STATISTICAL SOCIETY,1,94
11704,JOURNAL OF THE KOREAN SURGICAL SOCIETY,1,399
11705,Journal Of The Learning Sciences,1,418
11706,Journal Of The Lepidopterists' Society,1,218
11707,Journal Of The London Mathematical Society,1,64
11708,Journal Of The Marine Biological Association Of The United Kingdom,1,30
11709,Journal Of The Massachusetts Dental Society,1,162
11710,Journal Of The Mathematical Society Of Japan,1,64
11711,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,1,178
11712,Journal Of The Mechanics And Physics Of Solids,1,147
11713,Journal Of The Medical Association Of Georgia,1,15
11714,Journal Of The Medical Association Of Thailand,1,41
11715,Journal Of The Medical Library Association,1,494
11716,Journal Of The Medical Society Of Toho University,1,471
11717,Journal Of The Meteorological Society Of Japan,1,293
11718,JOURNAL OF THE MEXICAN CHEMICAL SOCIETY,1,18
11719,JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION,1,209
11720,Journal Of The Mine Ventilation Society Of South Africa,1,216
11721,Journal Of The Mississippi State Medical Association,1,15
11722,JOURNAL OF THE MUSICAL ARTS IN AFRICA,1,410
11723,Journal Of The National Cancer Institute,1,12
11724,Journal Of The National Cancer Institute Monographs,1,45
11725,Journal Of The National Institute Of Information And Communications Technology,1,219
11726,Journal Of The National Medical Association,1,469
11727,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,1,294
11728,Journal Of The Neurological Sciences,1,63
11729,Journal Of The New England Water Works Association,1,245
11730,Journal Of The New Jersey Dental Association,1,162
11731,Journal Of The New York Entomological Society,1,53
11732,Journal Of The North American Benthological Society,1,206
11733,Journal Of The Operational Research Society,1,74
11734,Journal Of The Operations Research Society Of Japan,1,74
11735,"Journal Of The Optical Society Of America A: Optics And Image Science, And Vision",1,46
11736,Journal Of The Optical Society Of America B: Optical Physics,1,46
11737,JOURNAL OF THE OPTICAL SOCIETY OF KOREA,1,219
11738,Journal Of The Pakistan Medical Association,1,405
11739,Journal Of The Pancreas,1,405
11740,Journal Of The Peripheral Nervous System,1,278
11741,JOURNAL OF THE PHILOSOPHY OF SPORT,1,542
11742,Journal Of The Physical Society Of Japan,1,13
11743,JOURNAL OF THE POLYNESIAN SOCIETY,1,250
11744,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,1,520
11745,Journal Of The Renin-Angiotensin-Aldosterone System : Jraas,1,80
11746,Journal Of The Royal Agricultural Society Of England,1,270
11747,Journal Of The Royal Anthropological Institute,1,250
11748,Journal Of The Royal Army Medical Corps,1,414
11749,JOURNAL OF THE ROYAL ASIATIC SOCIETY,1,391
11750,Journal Of The Royal Astronomical Society Of Canada,1,182
11751,JOURNAL OF THE ROYAL COLLEGE OF PHYSICIANS OF LONDON,1,301
11752,Journal Of The Royal College Of Surgeons Of Edinburgh,1,89
11753,JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,1,142
11754,Journal Of The Royal Naval Medical Service,1,100
11755,Journal Of The Royal Society For The Promotion Of Health,1,58
11756,Journal Of The Royal Society Of Medicine,1,451
11757,"Journal Of The Royal Society Of Medicine, Supplement",1,473
11758,Journal Of The Royal Society Of New Zealand,1,461
11759,Journal Of The Royal Society Of Western Australia,1,545
11760,"Journal Of The Royal Society, Interface [Electronic Resource] / The Royal Society",1,165
11761,Journal Of The Royal Statistical Society Series A: Statistics In Society,1,99
11762,Journal Of The Royal Statistical Society Series B: Statistical Methodology,1,94
11763,Journal Of The Royal Statistical Society Series C: Applied Statistics,1,99
11764,Journal Of The Royal Statistical Society Series D: The Statistician,1,99
11765,Journal Of The Science Of Food And Agriculture,1,49
11766,Journal Of The Serbian Chemical Society,1,415
11767,Journal Of The Showa Medical Association,1,445
11768,Journal Of The Social Sciences,1,403
11769,JOURNAL OF THE SOCIETY FOR AMERICAN MUSIC,1,410
11770,Journal Of The Society For Gynecologic Investigation,1,50
11771,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,1,175
11772,JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,1,268
11773,JOURNAL OF THE SOCIETY OF ARCHIVISTS,1,164
11774,JOURNAL OF THE SOCIETY OF DYERS AND COLOURISTS,1,421
11775,Journal Of The Society Of Leather Technologies And Chemists,1,434
11776,Journal Of The Society Of Pediatric Nurses : Jspn,1,462
11777,Journal Of The South African Institute Of Mining And Metallurgy,1,437
11778,JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,1,239
11779,Journal Of The South African Veterinary Association,1,340
11780,Journal Of The South Carolina Medical Association (1975),1,301
11781,Journal Of The Southern Orthopaedic Association,1,62
11782,JOURNAL OF THE SOUTHWEST,1,468
11783,Journal Of The Suzhou Institute Of Silk Textile Technology,1,333
11784,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,1,249
11785,Journal Of The Textile Association,1,421
11786,Journal Of The Textile Institute,1,421
11787,Journal Of The Textile Machinery Society Of Japan,1,421
11788,Journal Of The Torrey Botanical Society,1,419
11789,Journal Of The Turkish German Gynecology Association Artemis,1,45
11791,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,1,268
11792,JOURNAL OF THE WEST,1,198
11793,Journal Of The World Aquaculture Society,1,217
11794,JOURNAL OF THEOLOGICAL STUDIES,1,279
11795,JOURNAL OF THEORETICAL AND APPLIED MECHANICS,1,248
11796,Journal Of Theoretical And Computational Chemistry,1,179
11797,Journal Of Theoretical Biology,0.0476190476,1
11797,Journal Of Theoretical Biology,0.0476190476,4
